BIBLE	DECIMAL	UCHAR	HEX	PLANE	COUNT	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22240	因	56e0	CJK Unified Ideographs 	3844	GEN	002	003	上帝赐福给第七日，将其定为圣日，因为祂在这一日歇了祂一切的创造之工。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20851	关	5173	CJK Unified Ideographs 	331	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36733	载	8f7d	CJK Unified Ideographs 	73	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32	 	20	Basic Latin 	13432	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32822	耶	8036	CJK Unified Ideographs 	10488	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21326	华	534e	CJK Unified Ideographs 	6857	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20505	候	5019	CJK Unified Ideographs 	1058	GEN	002	004	这是有关创造天地的记载。 耶和华上帝创造天地的时候，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36824	还	8fd8	CJK Unified Ideographs 	1317	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27809	没	6ca1	CJK Unified Ideographs 	1841	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	33609	草	8349	CJK Unified Ideographs 	246	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	38477	降	964d	CJK Unified Ideographs 	428	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	38632	雨	96e8	CJK Unified Ideographs 	126	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22303	土	571f	CJK Unified Ideographs 	775	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32789	耕	8015	CJK Unified Ideographs 	61	GEN	002	005	地上还没有草木，也没有长出菜蔬，因为耶和华上帝还没有降雨在地上，土地也没有人耕作，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20294	但	4f46	CJK Unified Ideographs 	1524	GEN	002	006	但有水从地里涌出，浇灌大地。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20174	从	4ece	CJK Unified Ideographs 	3169	GEN	002	006	但有水从地里涌出，浇灌大地。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	28044	涌	6d8c	CJK Unified Ideographs 	56	GEN	002	006	但有水从地里涌出，浇灌大地。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27975	浇	6d47	CJK Unified Ideographs 	51	GEN	002	006	但有水从地里涌出，浇灌大地。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	28748	灌	704c	CJK Unified Ideographs 	47	GEN	002	006	但有水从地里涌出，浇灌大地。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29992	用	7528	CJK Unified Ideographs 	1769	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	23576	尘	5c18	CJK Unified Ideographs 	133	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21629	命	547d	CJK Unified Ideographs 	1082	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21561	吹	5439	CJK Unified Ideographs 	166	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36827	进	8fdb	CJK Unified Ideographs 	925	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	40763	鼻	9f3b	CJK Unified Ideographs 	31	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	23380	孔	5b54	CJK Unified Ideographs 	19	GEN	002	007	耶和华上帝用地上的尘土造人，把生命的气息吹进他的鼻孔里，他就成了有生命的人。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	19996	东	4e1c	CJK Unified Ideographs 	523	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26041	方	65b9	CJK Unified Ideographs 	998	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20234	伊	4f0a	CJK Unified Ideographs 	202	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	30008	甸	7538	CJK Unified Ideographs 	155	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36767	辟	8f9f	CJK Unified Ideographs 	28	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22253	园	56ed	CJK Unified Ideographs 	295	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	23433	安	5b89	CJK Unified Ideographs 	1498	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32622	置	7f6e	CJK Unified Ideographs 	97	GEN	002	008	耶和华上帝在东方的伊甸开辟了一个园子，把祂所造的人安置在里面。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26082	既	65e2	CJK Unified Ideographs 	204	GEN	002	009	耶和华上帝使地里长出各种树木，它们既好看又有好吃的果子。在园子的中间有生命树和分别善恶的树。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21507	吃	5403	CJK Unified Ideographs 	968	GEN	002	009	耶和华上帝使地里长出各种树木，它们既好看又有好吃的果子。在园子的中间有生命树和分别善恶的树。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21035	别	522b	CJK Unified Ideographs 	572	GEN	002	009	耶和华上帝使地里长出各种树木，它们既好看又有好吃的果子。在园子的中间有生命树和分别善恶的树。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21892	善	5584	CJK Unified Ideographs 	330	GEN	002	009	耶和华上帝使地里长出各种树木，它们既好看又有好吃的果子。在园子的中间有生命树和分别善恶的树。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24694	恶	6076	CJK Unified Ideographs 	1372	GEN	002	009	耶和华上帝使地里长出各种树木，它们既好看又有好吃的果子。在园子的中间有生命树和分别善恶的树。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26465	条	6761	CJK Unified Ideographs 	252	GEN	002	010	有一条河从伊甸流出来灌溉那园子，又从那里分成四条河流。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27827	河	6cb3	CJK Unified Ideographs 	530	GEN	002	010	有一条河从伊甸流出来灌溉那园子，又从那里分成四条河流。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27969	流	6d41	CJK Unified Ideographs 	405	GEN	002	010	有一条河从伊甸流出来灌溉那园子，又从那里分成四条河流。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	28297	溉	6e89	CJK Unified Ideographs 	3	GEN	002	010	有一条河从伊甸流出来灌溉那园子，又从那里分成四条河流。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25903	支	652f	CJK Unified Ideographs 	586	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21483	叫	53eb	CJK Unified Ideographs 	817	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27604	比	6bd4	CJK Unified Ideographs 	1681	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36874	逊	900a	CJK Unified Ideographs 	12	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29615	环	73af	CJK Unified Ideographs 	116	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32469	绕	7ed5	CJK Unified Ideographs 	72	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21704	哈	54c8	CJK Unified Ideographs 	1116	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	33107	腓	8153	CJK Unified Ideographs 	80	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25289	拉	62c9	CJK Unified Ideographs 	1916	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20840	全	5168	CJK Unified Ideographs 	1009	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22659	境	5883	CJK Unified Ideographs 	279	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	37329	金	91d1	CJK Unified Ideographs 	589	GEN	002	011	第一条支流叫比逊河，它环绕着哈腓拉全境，那里有金子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	19988	且	4e14	CJK Unified Ideographs 	260	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29645	珍	73cd	CJK Unified Ideographs 	57	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29664	珠	73e0	CJK Unified Ideographs 	23	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32418	红	7ea2	CJK Unified Ideographs 	151	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29595	玛	739b	CJK Unified Ideographs 	1339	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29785	瑙	7459	CJK Unified Ideographs 	19	GEN	002	012	且是上好的金子，还有珍珠和红玛瑙。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22522	基	57fa	CJK Unified Ideographs 	1854	GEN	002	013	第二条支流叫基训河，它环绕着古实全境。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	35757	训	8bad	CJK Unified Ideographs 	77	GEN	002	013	第二条支流叫基训河，它环绕着古实全境。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21476	古	53e4	CJK Unified Ideographs 	184	GEN	002	013	第二条支流叫基训河，它环绕着古实全境。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	23454	实	5b9e	CJK Unified Ideographs 	831	GEN	002	013	第二条支流叫基训河，它环绕着古实全境。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24213	底	5e95	CJK Unified Ideographs 	696	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26684	格	683c	CJK Unified Ideographs 	32	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26031	斯	65af	CJK Unified Ideographs 	727	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32463	经	7ecf	CJK Unified Ideographs 	1065	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20122	亚	4e9a	CJK Unified Ideographs 	4876	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36848	述	8ff0	CJK Unified Ideographs 	257	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36793	边	8fb9	CJK Unified Ideographs 	706	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24188	幼	5e7c	CJK Unified Ideographs 	114	GEN	002	014	第三条支流叫底格里斯河，它流经亚述的东边。第四条支流叫幼发拉底河。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21545	吩	5429	CJK Unified Ideographs 	655	GEN	002	016	耶和华上帝吩咐那人说：“你可以随意吃园中各种树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21648	咐	5490	CJK Unified Ideographs 	682	GEN	002	016	耶和华上帝吩咐那人说：“你可以随意吃园中各种树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21487	可	53ef	CJK Unified Ideographs 	2347	GEN	002	016	耶和华上帝吩咐那人说：“你可以随意吃园中各种树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	38543	随	968f	CJK Unified Ideographs 	465	GEN	002	016	耶和华上帝吩咐那人说：“你可以随意吃园中各种树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24847	意	610f	CJK Unified Ideographs 	837	GEN	002	016	耶和华上帝吩咐那人说：“你可以随意吃园中各种树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21482	只	53ea	CJK Unified Ideographs 	1175	GEN	002	017	只是不可吃那棵分别善恶树的果子，因为你吃的日子必定死。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	19981	不	4e0d	CJK Unified Ideographs 	8855	GEN	002	017	只是不可吃那棵分别善恶树的果子，因为你吃的日子必定死。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26869	棵	68f5	CJK Unified Ideographs 	55	GEN	002	017	只是不可吃那棵分别善恶树的果子，因为你吃的日子必定死。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24517	必	5fc5	CJK Unified Ideographs 	3640	GEN	002	017	只是不可吃那棵分别善恶树的果子，因为你吃的日子必定死。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27515	死	6b7b	CJK Unified Ideographs 	1482	GEN	002	017	只是不可吃那棵分别善恶树的果子，因为你吃的日子必定死。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29420	独	72ec	CJK Unified Ideographs 	119	GEN	002	018	耶和华上帝说：“那人独自一人不好，我要为他造一个相配的帮手。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	30456	相	76f8	CJK Unified Ideographs 	496	GEN	002	018	耶和华上帝说：“那人独自一人不好，我要为他造一个相配的帮手。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	37197	配	914d	CJK Unified Ideographs 	87	GEN	002	018	耶和华上帝说：“那人独自一人不好，我要为他造一个相配的帮手。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24110	帮	5e2e	CJK Unified Ideographs 	229	GEN	002	018	耶和华上帝说：“那人独自一人不好，我要为他造一个相配的帮手。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25163	手	624b	CJK Unified Ideographs 	1429	GEN	002	018	耶和华上帝说：“那人独自一人不好，我要为他造一个相配的帮手。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	30000	田	7530	CJK Unified Ideographs 	328	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24102	带	5e26	CJK Unified Ideographs 	1343	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36319	跟	8ddf	CJK Unified Ideographs 	720	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21069	前	524d	CJK Unified Ideographs 	2163	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24590	怎	600e	CJK Unified Ideographs 	548	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20040	么	4e48	CJK Unified Ideographs 	1389	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20160	什	4ec0	CJK Unified Ideographs 	1062	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21517	名	540d	CJK Unified Ideographs 	1120	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	23383	字	5b57	CJK Unified Ideographs 	279	GEN	002	019	耶和华上帝用尘土造了各种田野的走兽和空中的飞鸟，把它们带到那人跟前，看他怎么叫它们。他叫这些动物什么，它们的名字就是什么。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36215	起	8d77	CJK Unified Ideographs 	1893	GEN	002	020	那人给所有的牲畜及空中的飞鸟和田野的走兽都起了名字。可是他找不到一个跟自己相配的帮手。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25214	找	627e	CJK Unified Ideographs 	370	GEN	002	020	那人给所有的牲畜及空中的飞鸟和田野的走兽都起了名字。可是他找不到一个跟自己相配的帮手。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27785	沉	6c89	CJK Unified Ideographs 	97	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	30561	睡	7761	CJK Unified Ideographs 	124	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21518	后	540e	CJK Unified Ideographs 	2560	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36523	身	8eab	CJK Unified Ideographs 	1151	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21462	取	53d6	CJK Unified Ideographs 	439	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26681	根	6839	CJK Unified Ideographs 	294	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32907	肋	808b	CJK Unified Ideographs 	12	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	39592	骨	9aa8	CJK Unified Ideographs 	132	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20877	再	518d	CJK Unified Ideographs 	1024	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32905	肉	8089	CJK Unified Ideographs 	279	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21512	合	5408	CJK Unified Ideographs 	250	GEN	002	021	耶和华上帝使那人沉睡，然后在他沉睡的时候从他身上取出一根肋骨，再把肉合起来。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22905	她	5979	CJK Unified Ideographs 	1580	GEN	002	022	耶和华上帝用那根肋骨造了一个女人，把她带到那人跟前。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25165	才	624d	CJK Unified Ideographs 	430	GEN	002	023	那人说： “这才是我骨中的骨， 肉中的肉， 要称她为女人， 因为她是从男人身上取出来的。”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	31163	离	79bb	CJK Unified Ideographs 	1055	GEN	002	024	因此，人要离开父母，与妻子结合，二人成为一体。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29238	父	7236	CJK Unified Ideographs 	1096	GEN	002	024	因此，人要离开父母，与妻子结合，二人成为一体。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	27597	母	6bcd	CJK Unified Ideographs 	641	GEN	002	024	因此，人要离开父母，与妻子结合，二人成为一体。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22971	妻	59bb	CJK Unified Ideographs 	470	GEN	002	024	因此，人要离开父母，与妻子结合，二人成为一体。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24403	当	5f53	CJK Unified Ideographs 	1310	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22827	夫	592b	CJK Unified Ideographs 	357	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22919	妇	5987	CJK Unified Ideographs 	447	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	36196	赤	8d64	CJK Unified Ideographs 	56	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	24182	并	5e76	CJK Unified Ideographs 	890	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32670	羞	7f9e	CJK Unified Ideographs 	273	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	32827	耻	803b	CJK Unified Ideographs 	77	GEN	002	025	当时，他们夫妇二人都赤身露体，并不觉得羞耻。
Holy-Bible---Chinese---Mandarin-Bible-Simplified	34503	蛇	86c7	CJK Unified Ideographs 	80	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	26368	最	6700	CJK Unified Ideographs 	262	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29409	狡	72e1	CJK Unified Ideographs 	10	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	29502	猾	733e	CJK Unified Ideographs 	7	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	30495	真	771f	CJK Unified Ideographs 	427	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	8216	‘	2018	General Punctuation 	1270	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20219	任	4efb	CJK Unified Ideographs 	362	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	20309	何	4f55	CJK Unified Ideographs 	822	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	8217	’	2019	General Punctuation 	1168	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	21527	吗	5417	CJK Unified Ideographs 	992	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	65311	？	ff1f	Halfwidth and Fullwidth Forms 	3122	GEN	003	001	在耶和华上帝所造的田野的各种动物中，蛇最狡猾。蛇对女人说：“上帝真的说过‘你们不可吃园中任何树上的果子’吗？”
Holy-Bible---Chinese---Mandarin-Bible-Simplified	22238	回	56de	CJK Unified Ideographs 	1612	GEN	003	002	女人回答说：“我们可以吃园中树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	31572	答	7b54	CJK Unified Ideographs 	621	GEN	003	002	女人回答说：“我们可以吃园中树上的果子，
Holy-Bible---Chinese---Mandarin-Bible-Simplified	25720	摸	6478	CJK Unified Ideographs 	73	GEN	003	003	只是上帝说过，‘你们不可吃园子中间那棵树的果子，也不可摸，免得死亡。’”
